-6.13995	3.26296	-16.5899	-6.53527	0.139194	4.4039	0.1959	3.9267	0.3388	0.9409
-1.10627	4.00277	18.4506	2.34614	0.3809	4.2846	0.3575	4.2923	0.454	0.891
1.03399	7.47616	3.26121	8.1607	0.56615	5.08428	0.5637	4.6348	0.5621	0.8271
1.1283	5.63874	-1.61186	-3.04636	0.7047	5.1582	0.8112	4.9487	0.6613	0.7501
0.801343	5.45702	-0.651968	0.764474	0.863715	5.33524	1.096	5.2292	0.7501	0.6613
1.2589	5.66196	1.3502	0.455097	1.3377	5.6452	1.4138	5.4717	0.8271	0.5621
1.87275	5.71135	1.55406	0.123192	1.86933	5.6561	1.7595	5.6724	0.891	0.454
2.09423	5.98942	0.576193	0.709911	2.0623	6.0171	2.1276	5.8283	0.9409	0.3387
2.57207	6.1139	1.28959	0.417045	2.57461	5.99906	2.5123	5.9368	0.9759	0.2181
3.01073	6.14247	1.07861	0.021369	2.9984	6.1153	2.9076	5.9962	0.9956	0.0941
3.21996	6.17589	0.600183	0.297757	3.11086	6.05209	3.3072	6.0057	0.9995	-0.0314
3.68471	6.11788	1.11438	-0.128555	3.6997	6.1009	3.7049	5.9649	0.9877	-0.1565
4.35204	6.11702	1.62495	-0.11694	4.46518	6.20722	4.0943	5.8747	0.9603	-0.279
4.47721	5.94422	0.277205	-0.581154	4.4105	5.8962	4.4693	5.7363	0.9177	-0.3972
4.78991	5.89774	0.936329	0.0634467	4.80188	5.89819	4.8241	5.552	0.8607	-0.5091
5.06756	5.46488	0.56371	-1.1554	5.0295	5.3942	5.1529	5.3248	0.7901	-0.6129
5.18455	5.01687	0.530677	-0.874364	5.019	4.88726	5.4507	5.0581	0.7071	-0.7071
5.69831	4.70272	1.33374	-0.710309	5.7425	4.7245	5.7127	4.7561	0.6129	-0.7902
5.84354	4.53082	0.124816	-0.524568	5.80973	4.57542	5.9347	4.4238	0.509	-0.8608
6.07679	4.0119	0.532798	-1.22442	6.0883	3.9892	6.1134	4.0662	0.3971	-0.9178
6.0924	3.63432	-0.0652842	-0.95961	6.06786	3.65956	6.2459	3.689	0.279	-0.9603
6.38802	3.24398	0.819246	-0.917297	6.4413	3.2583	6.33	3.2982	0.1564	-0.9877
6.23424	3.02229	-0.117072	-0.374162	5.89336	2.91326	6.3645	2.9	0.0314	-0.9995
6.20978	2.88044	-0.0533355	-0.352473	6.214	2.882	6.3488	2.5005	-0.0941	-0.9956
6.18197	1.91992	0.214814	-2.42944	5.88921	1.73691	6.2832	2.1062	-0.2182	-0.9759
6.18093	1.85605	0.129359	-0.229978	6.2026	1.9399	6.1686	1.7232	-0.3388	-0.9409
6.43393	1.61498	0.38367	-0.710365	6.6458	1.62634	6.007	1.3576	-0.454	-0.891
5.89625	0.912655	-1.60483	-1.79893	5.7586	0.8563	5.8008	1.0152	-0.5621	-0.8271
5.63772	0.694457	-0.574215	-0.453124	5.75513	0.807502	5.5533	0.7013	-0.6613	-0.7501
5.38796	0.2998	-0.623762	-1.01054	5.3849	0.2791	5.2685	0.4208	-0.7501	-0.6613
7.08359	0.11048	-0.598693	-0.326618	5.34715	0.239177	4.9507	0.1783	-0.8271	-0.5621
5.01782	0.0345233	-5.77973	-0.0760579	4.6712	0.0506	4.605	-0.0225	-0.891	-0.454
3.92219	-0.0907757	-1.80826	-0.327627	4.02241	-0.141647	4.2369	-0.1783	-0.9409	-0.3387
3.78778	-0.227639	-0.136296	-0.347961	3.8997	-0.2285	3.8522	-0.2868	-0.9759	-0.2181
4.82635	-0.793869	-0.582808	-1.14147	3.29432	-0.304932	3.4569	-0.3463	-0.9956	-0.0941
3.23396	-0.537486	-4.43868	0.970946	2.9712	-0.4391	3.0573	-0.3557	-0.9995	0.0314
2.29259	-0.473583	-4.98376	0.390129	2.59668	-0.421715	2.6596	-0.3149	-0.9877	0.1564
1.95852	-0.268555	-0.256517	0.681425	2.2734	-0.2646	2.2702	-0.2247	-0.9603	0.279
1.91755	-0.0754219	-0.826741	0.468879	2.31651	-0.0936379	1.8952	-0.0863	-0.9178	0.3971
1.43461	0.000743822	-1.26	0.0897926	1.4055	-0.0166	1.5404	0.0979	-0.8607	0.509
1.12062	0.211426	-0.655015	0.555151	1.12719	0.25147	1.2116	0.3252	-0.7902	0.6129
0.764542	0.616091	-0.926739	1.19991	0.7469	0.6459	0.9138	0.5919	-0.7071	0.7071
0.665789	0.93032	-0.220005	0.699578	0.634476	0.899923	0.6518	0.8938	-0.6129	0.7902
0.587654	1.0634	-0.152042	0.267221	0.5883	1.0358	0.4297	1.2262	-0.509	0.8607
0.370192	1.55665	-0.607318	1.19415	0.322418	1.70966	0.2511	1.5838	-0.3971	0.9178
0.186464	1.90054	-0.375823	0.785774	0.1948	1.8764	0.1186	1.961	-0.279	0.9603
0.0616469	2.36599	-0.303659	1.37984	0.0628641	2.32805	0.0345	2.3517	-0.1564	0.9877
-0.0330742	2.79181	-0.212194	1.02104	-0.029	2.7678	0	2.75	-0.0314	0.9995
